Clothing ID,Age,Positive Feedback Count,Division Name,Department Name,Class Name,Recommended IND,title_char_point,title_char_comma,title_char_semicolon,title_char_quotes,title_char_exclamation,title_char_question,title_char_hashtag,title_char_ellipsis,title_nlp_tokens,title_nlp_sentences,title_nlp_pronoums,title_nlp_adjectives,title_nlp_verbs,title_nlp_nouns,title_nlp_conjunctions,title_nlp_numbers,title_nlp_symbols,title_sentiment_positive,title_sentiment_negative,title_sentiment_mixed,review_text_char_point,review_text_char_comma,review_text_char_semicolon,review_text_char_quotes,review_text_char_exclamation,review_text_char_question,review_text_char_hashtag,review_text_char_ellipsis,review_text_nlp_tokens,review_text_nlp_sentences,review_text_nlp_pronoums,review_text_nlp_adjectives,review_text_nlp_verbs,review_text_nlp_nouns,review_text_nlp_conjunctions,review_text_nlp_numbers,review_text_nlp_symbols,review_text_sentiment_positive,review_text_sentiment_negative,review_text_sentiment_mixed
1111,38,1,General Petite,Dresses,Dresses,1,0,0,0,0,1,0,0,0,4,1,0,0,1,1,0,0,0,0,0,0,8,0,0,1,0,0,0,0,109,10,1,13,8,21,8,0,0,3,0,2
1111,44,4,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,5,1,0,2,0,1,1,0,0,1,0,1,16,0,0,2,0,0,1,6,120,9,1,13,12,19,3,3,2,2,1,1
1072,47,0,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,4,0,0,1,1,0,0,0,66,5,0,8,6,11,5,1,0,2,0,2
1072,39,0,General Petite,Dresses,Dresses,1,0,0,0,1,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,5,3,0,1,0,0,0,0,105,6,0,9,14,24,5,0,0,1,0,2
1111,46,0,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,33,2,0,4,5,4,2,0,0,3,0,0
1072,53,0,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,8,1,0,1,2,3,0,0,0,0,0,0,4,1,0,2,0,1,0,0,62,5,0,4,6,13,2,0,0,1,0,0
1111,27,4,General Petite,Dresses,Dresses,1,0,0,0,0,1,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,6,1,0,5,0,0,0,0,92,7,2,14,6,12,3,2,0,4,0,1
1072,44,0,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,4,0,0,0,3,0,0,0,61,6,0,8,7,8,2,0,0,2,0,0
1080,28,0,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,33,3,0,3,2,7,3,0,0,1,0,1
861,33,0,General,Tops,Knits,1,0,1,0,0,0,0,0,0,7,1,0,2,1,1,1,0,0,1,0,0,6,3,0,8,0,0,0,0,120,6,0,12,10,17,5,0,0,2,1,3
974,33,0,General Petite,Jackets,Jackets,1,0,0,0,0,0,0,0,0,7,1,1,0,1,2,0,0,0,0,0,0,4,4,0,3,0,0,0,0,112,5,0,9,12,21,7,1,0,1,0,2
861,41,2,General,Tops,Knits,1,0,0,0,1,0,0,0,0,8,1,0,0,2,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,69,7,0,5,11,5,5,0,0,0,0,1
1081,72,0,General,Dresses,Dresses,1,0,1,0,0,0,0,0,0,5,1,0,2,0,2,0,0,0,1,0,0,8,6,0,1,0,0,0,0,113,9,0,11,13,15,9,2,0,2,1,6
867,44,0,General Petite,Tops,Knits,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,50,4,0,6,7,6,3,0,0,1,0,1
867,38,0,General Petite,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,1,0,1,7,1,0,1,0,0,0,2,62,4,0,10,8,8,4,0,0,1,1,2
861,41,1,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,4,0,0,1,0,0,0,0,56,5,1,7,5,8,3,0,0,2,0,1
1080,46,11,General,Dresses,Dresses,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,2,0,0,1,4,0,0,0,52,6,0,3,6,9,3,0,0,0,0,0
861,58,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,1,0,0,8,6,0,2,0,0,0,0,106,8,0,5,12,18,7,2,0,0,1,2
861,30,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,0,35,4,1,4,3,8,2,0,0,1,0,0
877,40,2,General,Tops,Knits,1,0,0,0,0,0,0,0,0,4,1,0,1,1,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,28,3,0,3,3,4,2,0,0,0,0,1
861,34,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,4,1,1,0,0,2,0,0,0,1,0,0,4,4,1,1,1,0,0,0,91,6,0,12,11,10,5,3,0,2,1,1
861,39,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,33,2,0,2,5,5,2,0,0,0,0,1
974,37,3,General Petite,Jackets,Jackets,1,0,0,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,34,2,0,5,4,3,3,0,0,1,0,1
937,20,2,General,Tops,Sweaters,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,6,0,0,2,0,0,0,0,83,6,2,8,10,10,6,1,0,1,2,0
974,58,0,General Petite,Jackets,Jackets,1,0,0,0,0,0,0,0,0,7,1,0,1,1,3,0,0,1,1,0,0,4,3,0,2,1,0,0,0,66,5,0,6,5,9,5,1,0,1,1,2
831,28,0,General Petite,Tops,Blouses,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,52,3,0,9,4,4,3,0,0,1,0,1
831,54,0,General Petite,Tops,Blouses,1,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1,0,0,1,0,0,4,0,0,1,0,0,0,0,41,4,0,2,4,9,2,0,0,2,0,0
867,48,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,0,0,0,0,0,4,0,0,2,0,0,0,0,40,4,0,6,4,5,0,1,0,2,0,0
861,41,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,2,0,2,1,4,0,0,0,2,0,0
877,54,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,1,0,1,5,0,0,2,0,0,0,0,60,6,0,6,7,7,5,0,0,3,0,1
1081,41,0,General,Dresses,Dresses,1,0,1,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,6,2,0,5,0,0,0,0,118,7,0,7,14,19,4,0,1,1,0,2
1080,39,2,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,4,8,0,0,0,0,0,0,81,5,4,7,6,9,5,2,0,2,0,0
861,33,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,1,1,0,0,3,2,0,0,0,0,0,0,45,3,1,4,3,7,2,0,0,1,0,1
871,59,7,General,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,0,0,0,6,2,0,4,0,0,0,0,82,6,1,7,7,14,4,1,1,1,0,1
861,42,3,General,Tops,Knits,0,3,0,0,0,0,0,0,2,5,1,0,0,2,0,0,0,0,0,0,0,8,5,0,1,0,0,0,2,110,5,0,11,10,19,3,2,1,2,0,1
861,26,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16,1,1,3,0,3,1,0,0,1,0,0
974,42,0,General Petite,Jackets,Jackets,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,65,4,3,6,8,7,0,0,0,0,0,0
974,42,9,General Petite,Jackets,Jackets,1,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,1,0,0,8,2,1,2,0,0,0,0,105,9,0,12,13,9,5,1,0,2,0,1
867,44,0,General,Tops,Knits,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,28,3,0,5,4,3,3,0,0,2,0,2
861,37,0,General,Tops,Knits,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,38,4,0,4,3,7,0,0,0,1,0,0
861,42,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,3,0,4,1,3,1,0,0,1,0,0
861,68,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,7,3,1,13,0,0,0,0,98,7,2,11,9,15,4,0,0,3,0,0
861,46,0,General,Tops,Knits,1,0,0,0,0,1,0,0,0,7,1,0,1,0,3,2,0,0,1,0,0,3,1,0,0,0,0,0,0,15,3,1,3,1,3,0,0,0,1,0,0
861,24,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,8,1,2,1,1,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,77,4,0,9,5,14,2,0,0,2,0,0
861,34,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,27,2,0,2,3,4,3,0,0,1,0,0
1081,38,0,General,Dresses,Dresses,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,3,1,0,0,1,0,0,0,58,4,1,5,7,9,2,0,0,1,0,0
937,33,4,General,Tops,Sweaters,0,0,0,0,1,1,0,0,0,7,2,0,1,1,0,1,0,0,0,1,1,6,6,0,2,2,0,0,0,111,8,0,11,7,14,4,0,0,1,2,2
1081,24,0,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,4,4,0,3,1,0,0,0,85,5,1,10,10,9,5,0,1,2,0,5
877,44,8,General,Tops,Knits,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,4,4,0,4,1,0,0,0,113,6,2,8,13,17,2,3,4,2,0,1
1081,34,0,General,Dresses,Dresses,1,0,0,0,1,0,0,0,0,9,1,0,1,0,2,0,0,0,0,0,0,3,0,0,5,0,0,0,0,65,5,1,7,4,7,4,0,0,2,1,0
1083,21,0,General Petite,Dresses,Dresses,1,0,0,0,0,1,0,0,0,8,1,0,2,0,1,1,0,0,1,0,0,4,6,1,0,0,0,0,0,93,4,0,16,13,12,6,0,0,0,0,0
861,49,7,General,Tops,Knits,1,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,6,1,1,0,0,0,0,0,118,7,0,13,9,24,5,0,0,2,0,1
974,49,0,General Petite,Jackets,Jackets,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,0,0,0,0,0,0,10,1,0,2,1,0,1,2,111,9,1,13,8,21,6,2,0,3,1,0
1081,30,0,General,Dresses,Dresses,0,0,0,0,0,0,2,0,0,3,1,0,0,0,1,0,0,0,0,0,0,3,6,0,1,0,0,0,0,74,3,0,5,7,10,2,0,0,1,0,1
861,28,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1,0,1,2,1,1,0,0,0,0,0
861,23,2,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,20,1,0,0,1,4,0,3,2,0,0,0
861,34,20,General,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,1,0,0,11,4,0,8,0,0,0,4,100,6,0,13,17,5,4,2,0,1,1,2
1081,35,0,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,88,2,0,6,15,11,3,2,0,1,0,1
861,61,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0,1,0,0,3,0,0,2,0,0,0,0,31,3,0,5,2,7,4,3,0,3,0,0
861,69,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,2,1,0,3,0,0,0,0,34,2,0,2,3,7,2,0,0,0,0,0
861,49,2,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,1,0,0,7,0,0,2,0,0,0,0,70,7,1,10,4,12,5,2,0,3,0,0
1080,45,2,General,Dresses,Dresses,1,0,0,0,0,3,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,8,1,0,3,0,0,0,0,114,10,2,13,7,18,7,3,0,3,0,2
861,44,0,General,Tops,Knits,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,2,2,0,5,3,0,0,0,86,5,0,5,12,11,6,3,0,1,0,2
861,60,1,General,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,2,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,54,5,0,8,3,11,1,1,0,1,0,0
1081,38,0,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,5,1,1,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,39,2,0,1,4,9,1,0,0,1,0,0
831,64,1,General Petite,Tops,Blouses,1,0,0,0,0,1,0,0,0,5,1,0,1,0,2,1,0,0,1,0,0,2,1,0,0,2,0,0,0,60,4,3,8,5,14,4,0,0,2,0,0
861,32,0,General,Tops,Knits,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,21,3,0,2,2,7,2,0,0,1,0,0
974,43,5,General Petite,Jackets,Jackets,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,0,0,0,0,9,2,0,0,0,0,0,2,102,7,2,10,10,20,9,0,0,1,1,2
861,56,0,General,Tops,Knits,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,29,1,0,2,4,6,2,0,0,1,0,1
1080,70,0,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,26,3,0,4,0,4,1,0,0,2,0,1
937,40,0,General,Tops,Sweaters,0,0,0,0,0,0,0,0,0,5,1,0,2,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,30,3,0,2,5,4,0,0,0,0,1,0
1081,42,0,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,40,5,0,4,3,8,2,0,0,4,0,1
1081,61,0,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,4,1,0,0,2,1,0,0,0,0,0,0,9,7,0,0,0,0,0,0,111,10,0,14,5,24,2,1,0,3,0,1
861,41,0,General,Tops,Knits,1,0,2,0,0,0,0,0,0,9,1,0,4,1,1,0,0,0,2,0,0,3,2,0,2,1,0,0,0,46,3,1,7,6,2,3,0,0,2,0,1
1081,39,0,General,Dresses,Dresses,1,0,0,0,0,3,0,0,0,6,1,0,0,1,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,36,4,0,4,6,7,1,0,0,0,0,1
861,43,1,General,Tops,Knits,0,0,0,0,1,0,2,0,0,8,1,0,0,0,1,0,0,0,0,0,0,3,2,0,1,0,2,0,0,77,5,0,7,11,12,1,0,0,1,0,0
1080,33,0,General,Dresses,Dresses,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,7,1,0,7,0,0,0,0,97,7,0,8,11,16,4,0,1,0,0,1
861,39,7,General,Tops,Knits,1,0,0,0,0,0,3,0,0,9,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,2,0,0,15,2,0,0,1,2,0,0,0,0,0,0
861,32,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,5,1,0,1,0,0,0,0,93,5,0,10,10,14,5,1,0,1,0,2
877,51,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,7,1,0,1,1,1,0,0,0,0,0,0,7,2,0,0,3,0,0,3,88,5,1,10,11,17,1,0,0,4,0,1
861,34,19,General,Tops,Knits,0,0,1,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,0,1,0,6,4,0,4,0,0,0,0,121,7,1,13,12,13,8,0,0,3,1,1
974,33,0,General Petite,Jackets,Jackets,1,0,0,0,0,0,0,0,0,8,1,0,1,1,1,3,0,0,0,0,1,2,0,0,0,0,0,0,0,48,3,1,4,5,8,4,0,0,0,1,2
831,33,0,General Petite,Tops,Blouses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,3,3,0,1,0,0,0,0,42,3,0,5,5,6,1,0,0,1,0,0
1080,34,0,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,1,0,0,6,0,0,3,0,0,0,0,60,7,0,7,1,11,5,3,0,2,0,2
861,35,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,4,1,0,2,0,1,0,0,0,0,0,0,3,3,0,1,0,0,0,0,37,3,0,3,2,9,2,0,0,1,0,1
974,67,11,General Petite,Jackets,Jackets,1,0,0,0,0,0,0,0,0,7,1,0,1,2,2,0,0,0,0,0,0,5,3,0,0,1,0,0,0,78,6,0,5,7,16,8,1,0,1,0,1
867,52,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,14,3,0,1,3,2,1,0,0,1,0,0
1080,41,1,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,0,4,0,0,2,1,0,0,0,105,6,1,11,8,18,5,1,0,2,0,0
861,28,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,0,0,5,4,0,2,0,0,0,0,87,5,4,8,7,10,6,0,0,0,1,1
861,54,0,General,Tops,Knits,1,0,1,0,0,0,0,0,0,5,1,0,2,0,1,0,0,0,1,0,0,6,3,0,2,1,0,0,0,96,6,4,9,8,11,5,0,0,1,1,3
974,33,1,General Petite,Jackets,Jackets,1,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,36,3,0,5,5,7,4,0,0,2,0,1
861,42,4,General,Tops,Knits,0,4,0,0,0,0,0,0,3,5,1,0,0,1,1,0,1,0,0,0,0,8,1,0,1,0,0,0,3,89,4,0,8,12,10,4,2,0,1,1,2
937,63,1,General,Tops,Sweaters,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,5,3,0,2,0,0,0,0,71,5,0,8,6,9,4,2,1,2,1,2
861,46,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,13,2,0,3,1,2,1,0,0,1,0,0
1059,38,0,General Petite,Bottoms,Pants,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,46,4,2,2,7,4,3,0,0,2,0,1
861,33,0,General,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16,2,0,5,0,1,1,0,0,2,0,1
974,57,2,General Petite,Jackets,Jackets,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,24,2,0,4,4,2,1,0,0,2,0,1
1081,42,1,General,Dresses,Dresses,1,0,0,0,0,1,0,0,0,9,2,0,1,1,3,0,0,0,1,0,0,5,4,0,1,0,0,0,0,105,6,0,6,12,19,2,0,0,1,0,0
1081,46,15,General,Dresses,Dresses,1,0,1,0,0,0,0,0,0,5,1,0,3,0,1,0,0,0,2,0,0,8,6,0,4,0,0,0,2,110,6,2,12,9,14,2,0,1,0,0,0
940,36,0,General Petite,Tops,Sweaters,0,0,0,0,0,0,0,0,0,6,1,0,2,0,2,1,0,0,2,0,1,6,6,0,1,0,0,0,0,107,6,2,9,13,16,7,0,0,1,1,4
940,25,3,General Petite,Tops,Sweaters,0,0,0,0,0,0,0,0,0,6,1,0,2,0,1,0,0,0,0,1,0,4,3,0,0,0,0,0,0,52,4,0,4,6,9,4,0,0,1,1,1
940,37,0,General Petite,Tops,Sweaters,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,3,2,0,1,0,0,0,0,18,3,0,4,1,2,1,0,0,2,0,0
1099,33,0,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,0,0,1,0,1,6,2,0,3,0,0,0,0,98,6,2,10,9,12,4,3,0,2,0,2
1078,32,1,General,Dresses,Dresses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,35,2,0,3,5,8,2,0,0,3,0,1
944,41,0,General,Tops,Sweaters,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,54,6,2,6,6,6,1,0,0,2,1,0
1099,39,0,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,3,1,0,1,1,0,1,0,0,0,0,0,10,9,0,5,2,0,0,4,127,11,3,6,14,16,5,0,0,2,0,3
1099,43,7,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,4,1,0,0,1,2,0,0,0,0,0,0,3,1,1,3,1,0,0,0,106,5,0,13,9,21,8,0,0,4,0,3
1099,50,0,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,1,0,0,4,1,0,0,0,0,0,0,43,4,0,8,2,5,5,1,0,4,0,1
1099,56,0,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,3,4,0,3,2,0,0,0,70,4,0,5,7,10,3,0,0,1,0,1
1115,41,2,General,Jackets,Outerwear,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,11,2,0,1,2,2,1,0,0,1,0,0
1099,23,0,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,0,0,0,53,5,0,9,4,10,2,1,0,2,0,0
878,36,3,General,Tops,Knits,1,0,0,0,0,1,0,0,0,3,1,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,31,2,0,7,3,3,3,0,0,0,0,1
1099,35,7,General Petite,Dresses,Dresses,0,1,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,25,2,0,3,3,4,3,0,0,2,1,1
1020,47,0,General,Bottoms,Skirts,1,0,0,0,0,0,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,2,3,0,0,2,0,0,0,41,4,0,6,5,7,1,0,0,4,0,0
878,49,3,General,Tops,Knits,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,2,38,2,1,4,3,8,1,0,0,1,0,0
828,29,0,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,0,0,0,7,9,0,3,0,0,0,0,111,8,0,16,9,13,6,0,0,2,1,2
828,56,0,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,1,0,0,4,1,0,1,0,0,0,0,67,4,0,6,6,11,3,0,0,1,0,1
1099,46,13,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,4,1,0,1,0,2,1,0,0,0,0,0,4,5,0,1,0,0,0,0,74,4,1,6,10,7,5,0,0,1,0,2
1099,57,0,General Petite,Dresses,Dresses,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,49,4,1,8,3,6,4,0,0,3,0,1
818,31,0,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,0,0,0,35,3,0,3,4,6,0,1,0,1,0,0
1099,43,0,General Petite,Dresses,Dresses,1,0,0,0,0,3,0,0,0,6,1,0,0,1,1,0,0,0,0,0,0,4,6,0,4,7,0,0,0,94,8,1,11,7,12,5,1,0,2,0,1
818,46,2,General,Tops,Blouses,1,4,1,0,0,0,0,0,3,8,1,0,1,1,1,0,0,0,1,0,0,6,2,0,0,0,0,0,0,107,7,0,10,16,17,4,0,0,1,2,0
828,53,0,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,7,1,0,3,0,1,1,0,0,0,0,0,4,2,0,0,0,0,0,0,81,5,0,10,10,15,3,1,0,1,0,1
1078,30,2,General,Dresses,Dresses,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,0,0,0,8,9,1,6,0,0,0,2,121,6,0,4,12,15,5,6,0,0,0,3
828,34,0,General,Tops,Blouses,1,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,1,0,1,4,0,0,3,0,0,0,0,51,5,0,6,3,7,6,2,0,1,1,1
1099,35,0,General Petite,Dresses,Dresses,1,0,0,0,0,1,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,8,1,0,3,0,0,0,0,92,8,0,8,9,14,6,1,0,1,0,3
861,45,1,General,Tops,Knits,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,6,1,0,2,1,0,0,0,70,7,1,7,12,9,3,1,0,0,0,0
831,33,6,General Petite,Tops,Blouses,1,0,1,0,0,0,0,0,0,5,1,1,1,0,2,0,0,0,1,0,0,5,1,0,1,0,0,0,0,74,6,0,9,6,15,5,2,1,2,0,1
830,35,1,General,Tops,Blouses,1,0,0,0,0,1,0,0,0,5,1,0,2,0,2,0,0,0,1,0,0,2,3,0,3,4,0,0,0,101,6,1,12,10,18,6,0,0,3,0,2
993,75,1,General Petite,Bottoms,Skirts,1,0,1,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,1,0,0,3,1,0,1,0,0,0,0,37,3,0,4,4,6,2,0,0,1,0,1
993,33,2,General Petite,Bottoms,Skirts,1,0,0,0,0,1,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,3,6,0,5,2,2,0,0,74,6,0,4,9,7,3,3,0,0,0,1
993,47,1,General Petite,Bottoms,Skirts,1,0,1,0,0,0,0,0,0,5,1,0,1,1,1,0,0,0,1,0,0,5,1,0,1,0,0,0,0,46,5,0,6,4,9,3,0,0,3,0,1
1078,40,4,General,Dresses,Dresses,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,0,12,1,0,4,0,0,0,2,95,11,2,4,14,14,3,1,1,1,0,1
1078,39,34,General,Dresses,Dresses,1,0,1,0,0,0,0,0,0,5,1,1,0,1,1,1,0,0,1,0,0,8,7,0,3,0,0,2,2,116,4,3,12,10,18,8,1,2,3,0,1
